secCode,年度,ESGスコア
5741,2024,1.72
5741,2025,3.13
5742,2021,3.89
5742,2022,1.38
5742,2023,4.94
5742,2024,2.35
5742,2025,3.57
574A,2021,1.44
574A,2022,3.84
574A,2023,4.36
574A,2024,1.42
574A,2025,1.5
5753,2021,2.12
5753,2022,1.05
5753,2023,4.94
5753,2024,3.39
5753,2025,3.43
5757,2021,4.84
5757,2022,4.33
5757,2023,4.26
5757,2024,2.36
5757,2025,2.34
5801,2021,2.17
5801,2022,2.39
5801,2023,2.48
5801,2024,1.56
5801,2025,2.42
5802,2021,2.79
5802,2022,2.24
5802,2023,1.66
5802,2024,2.49
5802,2025,2.92
5803,2021,3.88
5803,2022,3.84
5803,2023,1.81
5803,2024,1.15
5803,2025,2.22
5805,2021,1.63
5805,2022,2.58
5805,2023,4.92
5805,2024,1.72
5805,2025,2.28
5816,2021,3.9
5816,2022,3.04
5816,2023,1.18
5816,2024,1.65
5816,2025,4.74
5817,2021,1.41
5817,2022,3.54
5817,2023,4.17
5817,2024,2.06
5817,2025,3.9
5819,2021,1.68
5819,2022,2.14
5819,2023,2.25
5819,2024,4.99
5819,2025,1.86
5820,2021,1.52
5820,2022,4.7
5820,2023,1.65
5820,2024,4.52
5820,2025,3.6
5821,2021,3.31
5821,2022,4.01
5821,2023,3.9
5821,2024,1.44
5821,2025,5.0
5830,2021,4.77
5830,2022,4.59
5830,2023,3.49
5830,2024,3.09
5830,2025,3.15
5831,2021,1.06
5831,2022,3.0
5831,2023,3.5
5831,2024,3.63
5831,2025,2.33
5832,2021,2.89
5832,2022,3.55
5832,2023,2.71
5832,2024,4.85
5832,2025,3.82
5834,2021,1.01
5834,2022,1.09
5834,2023,3.76
5834,2024,2.65
5834,2025,4.36
5838,2021,1.69
5838,2022,1.06
5838,2023,2.55
5838,2024,3.94
5838,2025,4.89
5840,2021,4.53
5840,2022,2.94
5840,2023,4.25
5840,2024,1.28
5840,2025,3.29
5842,2021,4.7
5842,2022,2.59
5842,2023,4.84
5842,2024,1.88
5842,2025,1.42
5843,2021,3.1
5843,2022,4.63
5843,2023,2.25
5843,2024,4.2
5843,2025,1.68
5844,2021,3.98
5844,2022,3.23
5844,2023,1.7
5844,2024,3.87
5844,2025,3.86
5845,2021,3.06
5845,2022,1.9
5845,2023,1.53
5845,2024,4.83
5845,2025,3.62
5851,2021,4.24
5851,2022,3.79
5851,2023,4.32
5851,2024,1.65
5851,2025,2.99
5852,2021,3.67
5852,2022,1.41
5852,2023,1.6
5852,2024,3.54
5852,2025,4.47
5856,2021,3.64
5856,2022,1.14
5856,2023,4.88
5856,2024,1.56
5856,2025,1.93
5857,2021,4.9
5857,2022,4.08
5857,2023,4.75
5857,2024,4.23
5857,2025,3.61
5858,2021,2.14
5858,2022,2.31
5858,2023,4.79
5858,2024,4.44
5858,2025,2.44
5866,2021,2.49
5866,2022,2.19
5866,2023,2.3
5866,2024,4.44
5866,2025,1.04
5867,2021,2.74
5867,2022,4.77
5867,2023,3.17
5867,2024,2.8
5867,2025,2.25
5868,2021,1.3
5868,2022,1.9
5868,2023,1.36
5868,2024,1.51
5868,2025,1.65
5869,2021,2.21
5869,2022,1.04
5869,2023,4.8
5869,2024,1.5
5869,2025,2.53
5870,2021,4.52
5870,2022,1.43
5870,2023,2.93
5870,2024,4.38
5870,2025,3.23
5871,2021,1.84
5871,2022,3.94
5871,2023,3.73
5871,2024,2.45
5871,2025,1.19
5884,2021,1.03
5884,2022,4.3
5884,2023,2.29
5884,2024,1.55
5884,2025,3.07
5885,2021,4.68
5885,2022,1.03
5885,2023,1.22
5885,2024,2.67
5885,2025,3.7
5886,2021,2.9
5886,2022,4.59
5886,2023,1.18
5886,2024,2.36
5886,2025,2.41
5887,2021,2.36
5887,2022,2.95
5887,2023,4.16
5887,2024,2.27
5887,2025,3.98
5888,2021,1.59
5888,2022,3.24
5888,2023,2.5
5888,2024,3.16
5888,2025,1.43
5889,2021,4.81
5889,2022,4.62
5889,2023,4.31
5889,2024,4.57
5889,2025,1.59
5890,2021,3.01
5890,2022,2.27
5890,2023,4.55
5890,2024,1.76
5890,2025,1.88
5891,2021,3.75
5891,2022,1.36
5891,2023,3.93
5891,2024,2.07
5891,2025,3.64
5892,2021,4.49
5892,2022,3.44
5892,2023,1.85
5892,2024,1.2
5892,2025,1.18
5893,2021,1.36
5893,2022,3.32
5893,2023,2.39
5893,2024,1.97
5893,2025,1.88
5900,2021,4.79
5900,2022,1.48
5900,2023,2.22
5900,2024,2.89
5900,2025,1.0
5901,2021,4.68
5901,2022,1.4
5901,2023,3.73
5901,2024,3.52
5901,2025,4.24
5902,2021,3.61
5902,2022,4.08
5902,2023,2.68
5902,2024,2.95
5902,2025,3.81
5903,2021,3.27
5903,2022,3.05
5903,2023,1.82
5903,2024,2.03
5903,2025,2.43
5905,2021,1.04
5905,2022,2.67
5905,2023,1.01
5905,2024,3.26
5905,2025,3.82
5906,2021,3.25
5906,2022,3.77
5906,2023,1.0
5906,2024,1.24
5906,2025,3.79
5909,2021,4.21
5909,2022,3.87
5909,2023,3.65
5909,2024,3.83
5909,2025,3.96
5911,2021,3.9
5911,2022,3.95
5911,2023,1.3
5911,2024,1.25
5911,2025,2.44
5915,2021,3.11
5915,2022,4.05
5915,2023,2.34
5915,2024,2.1
5915,2025,4.13
5918,2021,2.0
5918,2022,4.28
5918,2023,1.71
5918,2024,2.44
5918,2025,2.6
5921,2021,2.2
5921,2022,1.01
5921,2023,1.94
5921,2024,2.35
5921,2025,2.25
5922,2021,4.14
5922,2022,1.19
5922,2023,2.56
5922,2024,1.15
5922,2025,4.72
5923,2021,4.16
5923,2022,4.93
5923,2023,4.64
5923,2024,2.26
5923,2025,3.77
5928,2021,2.23
5928,2022,4.55
5928,2023,2.64
5928,2024,2.5
5928,2025,4.66
5929,2021,4.35
5929,2022,4.87
5929,2023,1.27
5929,2024,1.97
5929,2025,2.2
5930,2021,2.7
5930,2022,2.89
5930,2023,2.17
5930,2024,4.16
5930,2025,1.89
5932,2021,3.79
5932,2022,4.41
5932,2023,3.41
5932,2024,2.42
5932,2025,1.75
5933,2021,1.54
5933,2022,3.98
5933,2023,2.88
5933,2024,1.19
5933,2025,4.94
5936,2021,3.69
5936,2022,4.38
5936,2023,2.75
5936,2024,4.82
5936,2025,1.8
5938,2021,1.74
5938,2022,4.56
5938,2023,4.57
5938,2024,3.0
5938,2025,1.5
5939,2021,2.22
5939,2022,4.02
5939,2023,4.38
5939,2024,2.39
5939,2025,1.24
5940,2021,3.66
5940,2022,3.96
5940,2023,2.7
5940,2024,3.33
5940,2025,4.95
5941,2021,1.98
5941,2022,3.29
5941,2023,3.44
5941,2024,3.2
5941,2025,4.48
5942,2021,3.42
5942,2022,3.03
5942,2023,1.49
5942,2024,3.81
5942,2025,1.53
5943,2021,1.11
5943,2022,2.95
5943,2023,3.29
5943,2024,5.0
5943,2025,3.85
5945,2021,4.39
5945,2022,2.39
5945,2023,3.04
5945,2024,4.9
5945,2025,2.67
5946,2021,4.23
5946,2022,3.1
5946,2023,1.9
5946,2024,3.32
5946,2025,1.87
5947,2021,1.01
5947,2022,1.94
5947,2023,1.77
5947,2024,2.48
5947,2025,4.55
5949,2021,2.55
5949,2022,4.38
5949,2023,3.22
5949,2024,1.03
5949,2025,1.75
5950,2021,4.73
5950,2022,3.42
5950,2023,4.72
5950,2024,2.24
5950,2025,3.87
5951,2021,4.09
5951,2022,4.9
5951,2023,1.07
5951,2024,4.81
5951,2025,2.57
5952,2021,4.35
5952,2022,3.18
5952,2023,3.26
5952,2024,2.44
5952,2025,4.31
5955,2021,2.06
5955,2022,2.97
5955,2023,3.24
5955,2024,3.97
5955,2025,2.89
5956,2021,3.72
5956,2022,2.94
5956,2023,3.64
5956,2024,3.7
5956,2025,3.84
5957,2021,4.29
5957,2022,3.16
5957,2023,1.77
5957,2024,3.72
5957,2025,1.31
5958,2021,1.88
5958,2022,4.17
5958,2023,2.74
5958,2024,2.99
5958,2025,4.95
5959,2021,1.94
5959,2022,1.08
5959,2023,1.45
5959,2024,1.98
5959,2025,3.9
5962,2021,4.1
5962,2022,3.26
5962,2023,2.02
5962,2024,3.09
5962,2025,1.06
5965,2021,3.73
5965,2022,3.46
5965,2023,1.09
5965,2024,4.27
5965,2025,4.05
5966,2021,2.23
5966,2022,3.54
5966,2023,3.41
5966,2024,1.57
5966,2025,1.77
5967,2021,3.73
5967,2022,4.73
5967,2023,3.31
5967,2024,3.27
5967,2025,3.59
5969,2021,2.76
5969,2022,1.22
5969,2023,2.59
5969,2024,4.6
5969,2025,4.22
5970,2021,4.71
5970,2022,1.61
5970,2023,3.02
5970,2024,3.34
5970,2025,1.84
5971,2021,1.8
5971,2022,4.13
5971,2023,3.69
5971,2024,3.59
5971,2025,2.07
5973,2021,3.03
5973,2022,1.09
5973,2023,1.52
5973,2024,3.07
5973,2025,2.24
5974,2021,4.86
5974,2022,2.89
5974,2023,1.33
5974,2024,1.07
5974,2025,3.9
5975,2021,1.69
5975,2022,1.75
5975,2023,2.7
5975,2024,2.06
5975,2025,3.47
5976,2021,2.94
5976,2022,1.45
5976,2023,4.14
5976,2024,2.7
5976,2025,3.44
5981,2021,1.02
5981,2022,3.51
5981,2023,2.13
5981,2024,2.98
5981,2025,2.19
5982,2021,4.99
5982,2022,1.92
5982,2023,4.65
5982,2024,4.67
5982,2025,2.68
5983,2021,2.22
5983,2022,2.52
5983,2023,4.96
5983,2024,3.48
5983,2025,3.18
5984,2021,1.14
5984,2022,4.39
5984,2023,1.34
5984,2024,1.19
5984,2025,2.1
5985,2021,2.9
5985,2022,4.58
5985,2023,4.16
5985,2024,1.79
5985,2025,2.49
5986,2021,4.12
5986,2022,3.11
5986,2023,1.7
5986,2024,2.58
5986,2025,3.5
5987,2021,4.89
5987,2022,3.65
5987,2023,1.06
5987,2024,3.82
5987,2025,2.0
5988,2021,4.45
5988,2022,2.54
5988,2023,1.8
5988,2024,2.87
5988,2025,2.02
5989,2021,1.94
5989,2022,3.29
5989,2023,4.07
5989,2024,4.34
5989,2025,2.59
5990,2021,1.27
5990,2022,2.94
5990,2023,2.74
5990,2024,1.79
5990,2025,4.58
5991,2021,4.9
5991,2022,1.21
5991,2023,4.18
5991,2024,3.58
5991,2025,2.05
5992,2021,3.54
5992,2022,1.51
5992,2023,1.28
5992,2024,4.97
5992,2025,3.55
5994,2021,2.01
5994,2022,2.8
5994,2023,4.8
5994,2024,2.75
5994,2025,4.6
5997,2021,4.48
5997,2022,2.38
5997,2023,3.78
5997,2024,3.64
5997,2025,4.08
5998,2021,2.46
5998,2022,1.21
5998,2023,1.68
5998,2024,3.47
5998,2025,4.1
6005,2021,4.02
6005,2022,3.33
6005,2023,1.34
6005,2024,1.07
6005,2025,4.13
6013,2021,3.2
6013,2022,4.13
6013,2023,1.65
6013,2024,2.63
6013,2025,4.68
6016,2021,1.69
6016,2022,1.25
6016,2023,3.61
6016,2024,3.38
6016,2025,4.81
6018,2021,4.63
6018,2022,4.0
6018,2023,1.08
6018,2024,2.92
6018,2025,4.58
6022,2021,2.73
6022,2022,4.85
6022,2023,3.61
6022,2024,1.44
6022,2025,3.04
6023,2021,3.78
6023,2022,1.26
6023,2023,2.38
6023,2024,3.87
6023,2025,1.63
6027,2021,2.39
6027,2022,3.76
6027,2023,4.1
6027,2024,3.07
6027,2025,4.83
6029,2021,4.7
6029,2022,2.89
6029,2023,1.64
6029,2024,4.09
6029,2025,1.97
6030,2021,4.37
6030,2022,3.35
6030,2023,2.58
6030,2024,3.23
6030,2025,3.13
6031,2021,4.7
6031,2022,1.86
6031,2023,4.71
6031,2024,1.13
6031,2025,4.08
6033,2021,4.68
6033,2022,2.58
6033,2023,1.29
6033,2024,4.22
6033,2025,4.37
6034,2021,2.35
6034,2022,3.07
6034,2023,4.24
6034,2024,1.77
6034,2025,3.52
6035,2021,2.72
6035,2022,1.7
6035,2023,4.33
6035,2024,2.3
6035,2025,4.74
6036,2021,3.28
6036,2022,3.06
6036,2023,2.69
6036,2024,2.6
6036,2025,4.27
6037,2021,3.71
6037,2022,4.09
6037,2023,2.68
6037,2024,2.05
6037,2025,1.35
6038,2021,4.11
6038,2022,2.66
6038,2023,3.04
6038,2024,2.88
6038,2025,2.72
6039,2021,3.74
6039,2022,3.43
6039,2023,4.89
6039,2024,1.56
6039,2025,3.29
6040,2021,1.25
6040,2022,4.23
6040,2023,3.47
6040,2024,2.71
6040,2025,4.21
6042,2021,2.82
6042,2022,1.91
6042,2023,2.89
6042,2024,1.28
6042,2025,4.59
6044,2021,3.92
6044,2022,4.04
6044,2023,4.5
6044,2024,4.17
6044,2025,2.73
6045,2021,1.47
6045,2022,2.49
6045,2023,4.74
6045,2024,4.8
6045,2025,4.07
6046,2021,1.82
6046,2022,1.78
6046,2023,4.52
6046,2024,1.57
6046,2025,3.34
6047,2021,2.51
6047,2022,2.21
6047,2023,3.71
6047,2024,4.84
6047,2025,4.11
6049,2021,2.94
6049,2022,2.76
6049,2023,4.63
6049,2024,3.31
6049,2025,2.99
6050,2021,3.73
6050,2022,1.95
6050,2023,1.25
6050,2024,4.42
6050,2025,3.43
6054,2021,1.66
6054,2022,2.19
6054,2023,4.96
6054,2024,3.54
6054,2025,3.54
6055,2021,1.29
6055,2022,4.88
6055,2023,4.57
6055,2024,3.19
6055,2025,2.24
6058,2021,3.79
6058,2022,4.33
6058,2023,4.14
6058,2024,4.91
6058,2025,3.55
6059,2021,2.28
6059,2022,2.99
6059,2023,4.27
6059,2024,2.06
6059,2025,1.93
6061,2021,3.9
6061,2022,2.78
6061,2023,4.27
6061,2024,1.57
6061,2025,2.34
6062,2021,2.07
6062,2022,3.79
6062,2023,4.04
6062,2024,2.82
6062,2025,2.91
6063,2021,1.53
6063,2022,3.81
6063,2023,4.97
6063,2024,4.11
6063,2025,1.89
6069,2021,3.49
6069,2022,2.18
6069,2023,1.12
6069,2024,1.72
6069,2025,1.41
6070,2021,1.78
6070,2022,4.18
6070,2023,2.17
6070,2024,4.03
6070,2025,4.8
6071,2021,3.3
6071,2022,2.94
6071,2023,4.0
6071,2024,1.39
6071,2025,2.71
6072,2021,3.0
6072,2022,4.32
6072,2023,4.26
6072,2024,4.39
6072,2025,3.79
6073,2021,3.12
6073,2022,4.31
6073,2023,4.49
6073,2024,2.92
6073,2025,4.94
6074,2021,4.5
6074,2022,3.04
6074,2023,1.28
6074,2024,1.9
6074,2025,4.11
6078,2021,1.44
6078,2022,2.88
6078,2023,3.42
6078,2024,4.51
6078,2025,4.39
6080,2021,4.06
6080,2022,2.63
6080,2023,1.57
6080,2024,3.68
6080,2025,1.73
6081,2021,3.25
6081,2022,4.92
6081,2023,3.2
6081,2024,3.58
6081,2025,3.71
6082,2021,4.32
6082,2022,2.74
6082,2023,2.99
6082,2024,1.7
6082,2025,3.46
6083,2021,2.18
6083,2022,3.03
6083,2023,4.07
6083,2024,1.07
6083,2025,3.26
6085,2021,1.69
6085,2022,2.12
6085,2023,1.14
6085,2024,1.68
6085,2025,4.95
6086,2021,4.99
6086,2022,3.88
6086,2023,3.45
6086,2024,4.11
6086,2025,4.59
6087,2021,3.08
6087,2022,1.14
6087,2023,3.84
6087,2024,4.94
6087,2025,2.03
6088,2021,2.85
6088,2022,2.45
6088,2023,2.56
6088,2024,3.89
6088,2025,2.51
6089,2021,4.76
6089,2022,4.16
6089,2023,1.11
6089,2024,4.27
6089,2025,4.09
6090,2021,3.07
6090,2022,2.99
6090,2023,4.34
6090,2024,2.7
6090,2025,1.64
6091,2021,2.25
6091,2022,2.06
6091,2023,3.72
6091,2024,1.72
6091,2025,3.58
6092,2021,2.86
6092,2022,4.36
6092,2023,2.94
6092,2024,4.72
6092,2025,4.6
6093,2021,1.74
6093,2022,3.74
6093,2023,1.86
6093,2024,4.29
6093,2025,3.54
6094,2021,2.18
6094,2022,2.0
6094,2023,2.72
6094,2024,4.2
6094,2025,4.18
6096,2021,1.13
6096,2022,2.21
6096,2023,2.69
6096,2024,3.34
6096,2025,1.6
6098,2021,2.34
6098,2022,4.54
6098,2023,2.91
6098,2024,3.98
6098,2025,2.94
6099,2021,2.86
6099,2022,3.49
6099,2023,2.04
6099,2024,2.0
6099,2025,4.96
6101,2021,4.48
6101,2022,3.95
6101,2023,1.55
6101,2024,1.12
6101,2025,1.7
6103,2021,4.75
6103,2022,4.27
6103,2023,3.09
6103,2024,4.88
6103,2025,1.59
6104,2021,3.24
6104,2022,1.73
6104,2023,2.23
6104,2024,4.76
6104,2025,4.47
6113,2021,1.41
6113,2022,2.0
6113,2023,3.38
6113,2024,1.25
6113,2025,3.2
6118,2021,3.34
6118,2022,2.16
6118,2023,2.17
6118,2024,1.92
6118,2025,4.74
6125,2021,2.56
6125,2022,3.34
6125,2023,2.21
6125,2024,3.81
6125,2025,1.41
6134,2021,1.29
6134,2022,3.98
6134,2023,3.91
6134,2024,2.06
6134,2025,2.42
6135,2021,4.83
6135,2022,1.42
6135,2023,1.73
6135,2024,2.72
6135,2025,2.13
6136,2021,3.6
6136,2022,3.76
6136,2023,3.11
6136,2024,3.44
6136,2025,2.73
6137,2021,4.04
6137,2022,1.17
6137,2023,2.25
6137,2024,3.74
6137,2025,2.32
6138,2021,1.31
6138,2022,2.38
6138,2023,3.85
6138,2024,1.49
6138,2025,3.9
6140,2021,4.1
6140,2022,3.54
6140,2023,1.98
6140,2024,4.22
6140,2025,1.86
6141,2021,4.62
6141,2022,3.83
6141,2023,1.22
6141,2024,4.2
6141,2025,3.03
6143,2021,2.81
6143,2022,2.68
6143,2023,3.43
6143,2024,3.9
6143,2025,4.58
6144,2021,2.09
6144,2022,3.52
6144,2023,3.75
6144,2024,3.7
6144,2025,2.97
6145,2021,2.56
6145,2022,4.05
6145,2023,2.2
6145,2024,1.83
6145,2025,3.18
6146,2021,2.07
6146,2022,1.13
6146,2023,1.21
6146,2024,3.78
6146,2025,4.89
6147,2021,2.82
6147,2022,1.59
6147,2023,4.27
6147,2024,2.05
6147,2025,4.98
6149,2021,3.25
6149,2022,1.93
6149,2023,2.98
6149,2024,2.34
6149,2025,4.12
6150,2021,1.42
6150,2022,4.43
6150,2023,4.07
6150,2024,4.45
6150,2025,4.58
6151,2021,1.92
6151,2022,3.08
6151,2023,4.4
6151,2024,2.51
6151,2025,1.24
6155,2021,2.17
6155,2022,1.97
6155,2023,4.48
6155,2024,2.86
6155,2025,3.73
6156,2021,4.85
6156,2022,2.2
6156,2023,4.04
6156,2024,1.09
6156,2025,1.42
6157,2021,1.65
6157,2022,2.25
6157,2023,2.61
6157,2024,2.91
6157,2025,1.98
6158,2021,1.26
6158,2022,3.71
6158,2023,1.09
6158,2024,4.24
6158,2025,4.72
6159,2021,3.84
6159,2022,3.38
6159,2023,3.63
6159,2024,3.61
6159,2025,4.73
6161,2021,4.86
6161,2022,2.71
6161,2023,3.47
6161,2024,4.21
6161,2025,1.0
6165,2021,3.11
6165,2022,3.61
6165,2023,3.87
6165,2024,2.48
6165,2025,2.18
6166,2021,1.73
6166,2022,3.23
6166,2023,4.68
6166,2024,4.58
6166,2025,2.44
6167,2021,2.03
6167,2022,4.16
6167,2023,3.9
6167,2024,3.02
6167,2025,2.56
6168,2021,1.5
6168,2022,4.14
6168,2023,3.47
6168,2024,2.51
6168,2025,4.68
6171,2021,3.64
6171,2022,4.72
6171,2023,2.9
6171,2024,2.82
6171,2025,4.75
6173,2021,4.84
6173,2022,4.84
6173,2023,4.28
6173,2024,2.85
6173,2025,1.84
6174,2021,2.53
6174,2022,4.75
6174,2023,2.45
6174,2024,4.03
6174,2025,4.69
6176,2021,4.88
6176,2022,4.79
6176,2023,3.22
6176,2024,2.97
6176,2025,4.95
6177,2021,1.87
6177,2022,1.75
6177,2023,4.85
6177,2024,3.76
6177,2025,3.15
6178,2021,1.53
6178,2022,3.05
6178,2023,4.78
6178,2024,3.41
6178,2025,2.62
6180,2021,3.2
6180,2022,4.54
6180,2023,4.65
6180,2024,2.6
6180,2025,3.43
6181,2021,2.12
6181,2022,2.8
6181,2023,1.88
6181,2024,3.13
6181,2025,3.31
6182,2021,2.35
6182,2022,2.09
6182,2023,1.6
6182,2024,1.56
6182,2025,3.85
6183,2021,1.89
6183,2022,1.47
6183,2023,5.0
6183,2024,2.04
6183,2025,4.58
6184,2021,3.44
6184,2022,3.86
6184,2023,3.24
6184,2024,1.72
6184,2025,4.39
6185,2021,4.31
6185,2022,2.4
6185,2023,4.06
6185,2024,3.17
6185,2025,4.64
6186,2021,4.21
6186,2022,1.16
6186,2023,4.52
6186,2024,4.87
6186,2025,3.97
6189,2021,1.48
6189,2022,4.23
6189,2023,3.59
6189,2024,2.36
6189,2025,4.54
6190,2021,3.26
6190,2022,4.41
6190,2023,3.68
6190,2024,2.15
6190,2025,4.9
6191,2021,3.28
6191,2022,3.07
6191,2023,2.61
6191,2024,1.55
6191,2025,3.74
6193,2021,2.72
6193,2022,4.74
6193,2023,4.86
6193,2024,4.07
6193,2025,1.97
6194,2021,3.86
6194,2022,1.08
6194,2023,4.31
6194,2024,2.97
6194,2025,4.75
6195,2021,2.51
6195,2022,2.05
6195,2023,4.98
6195,2024,3.12
6195,2025,4.45
6196,2021,4.64
6196,2022,3.07
6196,2023,2.82
6196,2024,3.21
6196,2025,4.39
6197,2021,4.86
6197,2022,2.31
6197,2023,3.95
6197,2024,2.14
6197,2025,3.44
6198,2021,4.22
6198,2022,4.55
6198,2023,2.79
6198,2024,2.48
6198,2025,2.01
6199,2021,1.53
6199,2022,2.46
6199,2023,4.49
6199,2024,2.68
6199,2025,2.27
6200,2021,3.96
6200,2022,1.86
6200,2023,2.03
6200,2024,4.74
6200,2025,1.33
6201,2021,2.66
6201,2022,3.31
6201,2023,1.92
6201,2024,2.12
6201,2025,1.89
6203,2021,2.38
6203,2022,4.59
6203,2023,2.73
6203,2024,2.67
6203,2025,2.55
6208,2021,4.86
6208,2022,1.47
6208,2023,4.49
6208,2024,2.31
6208,2025,4.83
6209,2021,2.26
6209,2022,1.33
6209,2023,3.08
6209,2024,1.91
6209,2025,4.01
6217,2021,3.63
6217,2022,3.75
6217,2023,1.77
6217,2024,3.83
6217,2025,2.25
6218,2021,4.99
6218,2022,3.93
6218,2023,3.36
6218,2024,4.47
6218,2025,3.36
6222,2021,3.21
6222,2022,1.95
6222,2023,3.71
6222,2024,2.5
6222,2025,1.17
6223,2021,4.26
6223,2022,1.21
6223,2023,3.69
6223,2024,1.63
6223,2025,2.73
6224,2021,4.44
6224,2022,1.38
6224,2023,3.67
6224,2024,3.45
6224,2025,4.47
6226,2021,1.69
6226,2022,4.2
6226,2023,2.8
6226,2024,2.71
6226,2025,2.45
6227,2021,2.54
6227,2022,3.08
6227,2023,1.43
6227,2024,2.7
6227,2025,3.61
6228,2021,2.99
6228,2022,1.66
6228,2023,2.45
6228,2024,2.77
6228,2025,3.68
6229,2021,4.6
6229,2022,3.2
6229,2023,3.71
6229,2024,1.31
6229,2025,4.82
6230,2021,2.26
6230,2022,2.42
6230,2023,1.89
6230,2024,1.34
6230,2025,4.16
6231,2021,1.96
6231,2022,2.13
6231,2023,1.73
6231,2024,4.9
6231,2025,4.12
6232,2021,4.72
6232,2022,4.45
6232,2023,4.63
6232,2024,2.92
6232,2025,1.68
6233,2021,2.31
6233,2022,2.17
6233,2023,3.87
6233,2024,1.1
6233,2025,1.57
6235,2021,3.73
6235,2022,1.49
6235,2023,1.19
6235,2024,1.44
6235,2025,3.76
6237,2021,1.56
6237,2022,1.59
6237,2023,1.92
6237,2024,4.0
6237,2025,1.8
6238,2021,1.14
6238,2022,4.62
6238,2023,4.51
6238,2024,1.74
6238,2025,2.06
6239,2021,1.75
6239,2022,3.88
6239,2023,2.0
6239,2024,4.73
6239,2025,4.31
6240,2021,3.35
6240,2022,1.04
6240,2023,4.53
6240,2024,3.91
6240,2025,4.15
6245,2021,1.29
6245,2022,3.83
6245,2023,4.22
6245,2024,4.83
6245,2025,3.32
6246,2021,3.03
6246,2022,2.7
6246,2023,3.81
6246,2024,4.68
6246,2025,3.4
6247,2021,1.91
6247,2022,1.07
6247,2023,3.48
6247,2024,4.46
6247,2025,1.26
6248,2021,2.59
6248,2022,4.76
6248,2023,3.01
6248,2024,1.88
6248,2025,2.41
6249,2021,2.63
6249,2022,1.47
6249,2023,3.64
6249,2024,3.37
6249,2025,3.59
6250,2021,3.44
6250,2022,1.07
6250,2023,1.7
6250,2024,1.66
6250,2025,1.39
6254,2021,3.94
6254,2022,1.48
6254,2023,3.67
6254,2024,1.71
6254,2025,1.47
6255,2021,1.65
6255,2022,3.03
6255,2023,3.58
6255,2024,4.25
6255,2025,1.51
6257,2021,3.46
6257,2022,4.1
6257,2023,2.25
6257,2024,1.32
6257,2025,1.62
6258,2021,1.37
6258,2022,4.55
6258,2023,2.51
6258,2024,3.09
6258,2025,4.07
6262,2021,2.49
6262,2022,3.6
6262,2023,1.31
6262,2024,2.92
6262,2025,1.39
6264,2021,1.99
6264,2022,2.17
6264,2023,3.87
6264,2024,3.7
6264,2025,3.99
6265,2021,1.25
6265,2022,4.98
6265,2023,1.22
6265,2024,4.3
6265,2025,3.96
6266,2021,3.37
6266,2022,2.76
6266,2023,4.03
6266,2024,3.96
6266,2025,1.55
6267,2021,4.17
6267,2022,1.31
6267,2023,3.0
6267,2024,3.58
6267,2025,4.29
6268,2021,2.85
6268,2022,1.95
6268,2023,2.96
6268,2024,2.0
6268,2025,3.11
6269,2021,2.85
6269,2022,4.12
6269,2023,1.96
6269,2024,1.8
6269,2025,2.9
6272,2021,1.2
6272,2022,1.92
6272,2023,2.41
6272,2024,2.95
6272,2025,2.08
6273,2021,3.24
6273,2022,4.51
6273,2023,3.17
6273,2024,2.15
6273,2025,1.25
6276,2021,1.55
6276,2022,3.24
6276,2023,3.73
6276,2024,1.2
6276,2025,1.74
6277,2021,2.28
6277,2022,2.28
6277,2023,4.83
6277,2024,1.82
6277,2025,1.25
6278,2021,2.41
6278,2022,1.54
6278,2023,1.51
6278,2024,2.63
6278,2025,2.23
6279,2021,1.37
6279,2022,3.42
6279,2023,3.01
6279,2024,1.31
6279,2025,4.45
6282,2021,2.14
6282,2022,4.85
6282,2023,4.73
6282,2024,2.74
6282,2025,1.91
6284,2021,4.34
6284,2022,2.45
6284,2023,1.65
6284,2024,3.21
6284,2025,2.96
6286,2021,4.4
6286,2022,3.92
6286,2023,4.5
6286,2024,3.94
6286,2025,3.57
6287,2021,3.0
6287,2022,4.95
6287,2023,4.84
6287,2024,4.4
6287,2025,4.1
6289,2021,3.31
6289,2022,2.04
6289,2023,4.5
6289,2024,1.04
6289,2025,1.91
6291,2021,2.61
6291,2022,3.34
6291,2023,3.24
6291,2024,1.7
6291,2025,1.42
6292,2021,1.89
6292,2022,2.39
6292,2023,1.06
6292,2024,3.77
6292,2025,1.99
6294,2021,2.41
6294,2022,2.34
6294,2023,3.05
6294,2024,4.44
6294,2025,1.6
6298,2021,2.36
6298,2022,3.77
6298,2023,1.18
6298,2024,4.32
6298,2025,4.85
6301,2021,3.43
6301,2022,4.83
6301,2023,2.65
6301,2024,2.66
6301,2025,1.42
6302,2021,1.14
6302,2022,1.98
6302,2023,2.91
6302,2024,3.03
6302,2025,1.87
6305,2021,3.45
6305,2022,1.72
6305,2023,2.3
6305,2024,1.78
6305,2025,3.79
6306,2021,3.07
6306,2022,3.94
6306,2023,1.23
6306,2024,2.7
6306,2025,4.87
6307,2021,1.21
6307,2022,2.67
6307,2023,1.16
6307,2024,1.59
6307,2025,2.85
6309,2021,1.63
6309,2022,3.08
6309,2023,4.69
6309,2024,1.8
6309,2025,1.43
6310,2021,4.3
6310,2022,2.84
6310,2023,4.53
6310,2024,2.22
6310,2025,3.51
6315,2021,4.69
